-0.036872 0.00440925 0.127727
-0.0453607 0.00114541 0.128854
-0.0690069 0.0366018 0.151612
-0.00141056 0.0218548 0.130457
-0.0219615 0.00739049 0.12688
-0.0249937 0.00744882 0.126068
-0.0369523 0.0011259 0.127298
0.0332107 0.0276827 0.112707
0.0376631 0.015948 0.110335
-0.0245337 0.0366355 0.113316
0.0273834 0.0217816 0.121453
-0.0629621 -0.0163496 0.157636
0.0398056 0.0221648 0.104885
0.0453537 0.0101615 0.0925038
-0.0332188 -0.0021589 0.174606
-0.0801578 0.0502376 0.135691
-0.0719942 0.0528428 0.12602
-0.081456 0.0487651 0.136794
0.00723942 0.0159115 0.131453
0.0396968 0.00738523 0.107472
0.0367506 -0.0104908 0.0989433
-0.0904617 0.0221766 0.139937
-0.0841942 0.0253618 0.109673
-0.0690831 0.0159063 0.156293
-0.083872 0.0282652 0.15212
0.00443259 0.0314466 0.126028
0.0100059 0.0329928 0.12411
-0.030926 0.00468602 0.125696
-0.0498593 0.0127221 0.142183
-0.0774905 0.0507242 0.135852
-0.00408713 0.0278047 0.12832
-0.0451011 0.0255557 0.122606
-0.0785519 -0.0111046 0.0928457
0.0241815 0.0221541 0.123907
-0.0898056 0.00430305 0.121973
0.0403433 -0.00199417 0.102175
0.041224 -0.000814438 0.101389
-0.0867853 0.00146211 0.116561
-0.0331274 -0.00483795 0.177002
-0.0778373 0.0428538 0.145811
-0.0220099 0.0386462 0.112673
-0.0198824 -0.0230066 0.177632
-0.0372005 -0.0132541 0.168923
-0.0310579 0.00721728 0.125979
0.010439 0.0280789 0.127664
-0.0465133 0.0167001 0.133219
-0.0252981 0.00442121 0.125653
0.0168297 0.0310736 0.12254
0.019244 0.0308314 0.122284
0.0342311 0.0279182 0.110964
0.0319557 0.0283876 0.113811
-0.0400189 0.0033925 0.165996
-0.0892893 0.00424351 0.130878
-0.0533121 0.0255983 0.142524
0.043095 0.0191617 0.0980072
0.0426687 0.0101617 0.101497
0.0407802 0.0284634 0.0957387
-0.0548952 0.0161484 0.154179
-0.0241701 -0.00426647 0.156901
-0.0692931 0.0423909 0.145985
-0.0725201 0.0462527 0.142118
-0.0693945 0.0195198 0.062569
-0.0899982 0.00430267 0.119277
-0.0754928 0.0530334 0.12815
-0.0635266 -0.0191144 0.160483
-0.0348136 0.00215717 0.126748
-0.0465056 0.0137595 0.133454
-0.0689953 0.00430789 0.155368
-0.0921328 0.0394889 0.116536
0.00690276 0.031259 0.126003
0.00710067 0.0334306 0.124263
-0.0328578 0.00387463 0.126298
-0.0630117 0.0132322 0.155983
0.030411 0.0276463 0.116236
-0.0305621 -0.00437059 0.175087
0.0397505 -0.00741681 0.0955879
-0.0715684 -0.0167393 0.165044
-0.00799605 0.035125 0.122417
0.028952 0.0437602 0.0922538
-0.0130104 -0.0131091 0.16317
-0.0426872 0.00402625 0.166188
-0.0309507 0.00157641 0.125052
-0.0426764 0.00161729 0.16925
-0.019305 0.0389368 0.113254
-0.0906528 0.0224173 0.134579
-0.0782501 -0.0399465 0.171956
-0.0775001 0.0532681 0.128152
-0.0860083 0.0043883 0.104213
-0.0502827 0.0140563 0.142686
0.0368526 0.0222727 0.110332
0.0312105 0.0373992 0.10167
-0.0336724 -0.00166845 0.171996
-0.0754937 0.0471548 0.141421
-0.075287 0.0428582 0.146433
-0.0395145 0.000531747 0.171107
0.0389567 0.0191718 0.107691
-0.0847271 0.00418236 0.109891
0.045273 0.0191673 0.0868776
0.0161783 0.0220535 0.127819
-0.000796254 0.0469141 0.0397918
0.00187943 0.0463141 0.0393203
-0.0162942 0.00453169 0.127944
-0.0514955 0.00995744 0.157154
-0.090827 0.0192085 0.135106
-0.0355139 -0.00796363 0.176726
0.0406736 0.0039184 0.105269
-0.0918379 0.0342487 0.127631
0.040357 -0.00493242 0.0986811
0.0418905 -0.00168951 0.098433
0.0456764 0.0131662 0.086903
-0.0306874 -0.00499963 0.17784
-0.0275611 -0.00707927 0.177841
-0.0724967 0.0535371 0.122506
-0.072504 0.0429682 0.146297
-0.0602543 0.0392171 0.130414
0.043117 0.0251649 0.0923689
-0.0102737 0.0162233 0.130014
-0.016051 0.0130214 0.12874
-0.0692832 0.00759912 0.155618
0.0130756 0.0334426 0.122567
-0.0104989 0.0275586 0.127083
-0.0658758 0.0311417 0.154207
-0.0721244 0.0306911 0.154303
0.0190792 0.0328333 0.120745
-0.0424275 -0.00409152 0.172011
-0.0442176 -0.00391429 0.170815
-0.0576868 0.0464701 0.0400909
-0.0544735 0.0469118 0.0400779
-0.0751315 -0.0158346 0.163136
-0.0716007 -0.0132917 0.16333
0.0386938 0.02189 0.107325
0.0394876 0.0131655 0.107703
0.0424265 -0.00480545 0.092274
-0.0454996 0.0054758 0.163757
-0.0425671 0.00496741 0.16303
-0.0425873 0.0433261 0.0401744
-0.0693209 -0.0219305 0.16689
-0.0257127 0.0490441 0.0899661
-0.0869934 0.0071953 0.139813
-0.0161243 0.0277879 0.124854
-0.0360017 -0.0118959 0.17408
-0.0890873 0.0104453 0.0922073
-0.064438 -0.0107688 0.156744
-0.0633801 -0.0106586 0.154464
-0.0719816 -0.00727849 0.139169
-0.0699588 0.0449995 0.142657
-0.0747713 -0.0194825 0.165335
-0.0767116 -0.022942 0.165247
0.0299465 0.0300239 0.114869
0.0401856 0.0250338 0.101783
0.0379096 0.0225333 0.108466
0.0406566 0.0161634 0.104931
-0.0164975 0.0393851 0.113405
-0.0722991 0.0523039 0.116526
0.0139955 0.0379472 0.114018
0.0132438 0.0386288 0.112985
-0.0833312 0.0280161 0.110422
-0.036487 0.000545037 0.171225
-0.062903 -0.00952814 0.118763
-0.0708202 -0.0479943 0.165912
-0.0913559 0.0246937 0.14534
-0.0134927 0.0402132 0.113439
0.00434554 0.0458535 0.0394611
-0.022015 0.0375133 0.11404
-0.0894561 0.00428229 0.127438
0.0101897 0.0391552 0.113243
-0.0771998 -0.0366613 0.171443
0.0277081 0.0275154 0.118786
0.0314858 -0.0144081 0.101735
0.0423978 0.00417354 0.10147
0.00124502 0.0417671 0.113157
-0.0660196 0.0401526 0.14625
-0.0721927 0.0521565 0.127977
-0.0135205 0.00729319 0.129043
0.00451328 0.0106384 0.131694
-0.0636198 0.0361987 0.15111
0.0347481 0.0218385 0.113691
0.0223605 0.0397552 0.0398873
0.0168669 0.0488893 0.0931268
-0.0107352 0.0407289 0.113804
0.0376339 0.0131483 0.110576
-0.0784688 -0.0107339 0.0956999
0.0415671 0.0219118 0.100387
0.0420967 0.0161627 0.10148
-0.0774543 -0.00418172 0.113242
-0.0779746 -0.00517306 0.136143
0.00713626 -0.0209648 0.10445
0.0105452 -0.0201787 0.104929
0.0104502 0.02185 0.130007
0.00436678 0.0192999 0.131189
-0.0015012 0.0162969 0.131248
-0.0372153 0.0184763 0.126735
-0.0337148 0.00721525 0.126965
-0.0226513 0.0257367 0.123078
-0.0632942 0.00747969 0.155347
-0.0467708 0.0193069 0.133038
-0.0396744 -0.00160095 0.172503
-0.0573738 0.0454071 0.0425623
-0.0544924 0.0457819 0.0427104
-0.0515209 0.0451566 0.0428189
-0.0045171 0.00729818 0.130737
-0.0903684 0.0252143 0.13445
-0.00751998 -0.0109725 0.122629
-0.0483363 0.0450556 0.0398652
-0.0457242 0.0443994 0.0398981
-0.0448448 0.0438358 0.0409249
-0.0628368 -0.0604148 0.177738
-0.0660936 -0.0190883 0.16365
-0.0339058 0.0191899 0.125809
-0.0810429 0.0333512 0.151122
-0.0662302 0.00725164 0.155351
-0.00137539 0.0281632 0.128214
-0.0897158 0.0164371 0.0922722
0.0217172 0.0309293 0.121182
-0.0656514 -0.00996411 0.157838
-0.0334272 0.000954272 0.125927
-0.0336645 -0.00149515 0.125317
-0.0361272 -0.0018772 0.126262
-0.0838343 0.00123436 0.107105
0.0390885 0.0279462 0.101191
0.0393075 0.016165 0.107685
-0.0484458 0.00928743 0.156908
-0.00998795 0.0414292 0.112783
-0.0366205 -0.000779363 0.172976
0.0418122 0.0190214 0.101063
0.0448865 0.0221635 0.0868507
-0.0309939 -0.00699613 0.178916
-0.0221452 -0.00499434 0.15785
0.0221188 0.0280003 0.122768
-0.00719402 0.013645 0.130596
0.0407384 0.0223702 0.102258
-0.0275104 0.0330705 0.115966
-0.024743 0.0338717 0.116174
-0.0218533 0.0360585 0.115865
-0.0195069 0.0368525 0.116132
-0.0753592 0.0519674 0.116582
-0.000987433 0.0467404 0.0423977
0.00140122 0.0462647 0.0419677
0.00450033 0.0457367 0.042038
0.00761783 0.0453592 0.042529
-0.0513407 0.00747488 0.16036
-0.0486967 0.00774777 0.160233
-0.045369 0.00693595 0.159979
-0.00749255 0.041545 0.112785
-0.0746062 0.0522952 0.130865
-0.060255 0.0219491 0.155633
0.0304835 0.0216601 0.118774
0.0378539 -0.00230546 0.105425
-0.0829332 -0.000792421 0.137009
0.0375745 -0.00797775 0.101983
-0.0368454 0.00101734 0.168847
-0.0750031 0.0532363 0.122491
0.03541 -0.00702409 0.106759
0.037393 -0.00483898 0.104687
0.0458849 0.0101674 0.0869152
-0.07182 -0.0156192 0.092945
-0.0688299 -0.016469 0.0930148
-0.0753601 -0.0139994 0.0928971
-0.0275258 -0.0076531 0.180583
-0.026009 -0.00842404 0.180672
-0.0543654 0.00835465 0.158572
-0.0597174 0.00738716 0.15627
-0.0629888 0.0047108 0.154914
-0.0361822 0.0193476 0.126278
-0.0238023 0.0103579 0.126609
-0.071645 0.0400539 0.149012
-0.0690148 0.0310306 0.154299
-0.0777278 0.0363437 0.0960024
0.0389146 -0.00731532 0.0991234
-0.0875792 0.00324767 0.134961
-0.0490465 0.0445627 0.0422442
-0.0482581 0.0436429 0.0435569
-0.0455055 0.043342 0.0431833
-0.042826 0.0426636 0.0429809
-0.039402 0.0417859 0.0426426
-0.0692145 -0.0134452 0.162899
-0.0678768 -0.0125361 0.1616
-0.0660125 -0.0131063 0.159993
-0.0308238 0.0514916 0.036653
-0.0284119 0.0518005 0.0428695
-0.0263289 0.0526862 0.0434924
-0.0249796 0.0537213 0.0424912
-0.0222412 0.0536777 0.0427584
0.0103437 0.0191888 0.13056
-0.0453155 0.00417742 0.165972
0.0219459 0.0248924 0.12433
-0.013382 0.0507732 0.0426306
-0.0114117 0.0500586 0.0426341
-0.00990092 0.0496163 0.0426391
-0.00741572 0.0488069 0.0426443
-0.00444369 0.047847 0.0426565
-0.00246122 0.0471735 0.0426638
0.0102767 0.0449663 0.0427685
0.0192582 0.0370816 0.11342
-0.0160309 0.0188497 0.128277
-0.0532123 0.0225965 0.145616
-0.0620308 -0.0543469 0.172133
-0.0366553 -0.0125745 0.171999
-0.0537976 0.0344993 0.130782
-0.0656361 0.0428614 0.133264
0.0424751 0.0131602 0.101492
-0.0394981 0.00224699 0.168987
-0.0357696 -0.00216471 0.174299
-0.0931961 0.0253024 0.119445
0.0454986 0.0041768 0.0896974
-0.00424118 0.0416614 0.113144
-0.0457806 -0.00822954 0.162941
-0.0411454 -0.0114149 0.162919
-0.0517253 0.0377092 0.0686039
-0.0368251 -0.0237362 0.0922012
-0.0723548 0.0478958 0.139215
-0.0835515 0.0305025 0.151362
-0.0614074 0.00654657 0.155509
-0.0682932 -0.0539994 0.165912
-0.00115436 0.0318814 0.125741
-0.0250893 0.00989222 0.126216
-0.0399954 0.00441119 0.128364
-0.0748832 0.0399455 0.148932
-0.071972 -0.0111328 0.162139
-0.0586152 0.0440244 0.0437032
-0.0384894 0.0409963 0.0436513
-0.0133194 0.0192447 0.128942
-0.0225384 0.00426916 0.126277
-0.027808 0.00135951 0.124679
-0.0294793 0.0503994 0.0446083
-0.0276725 0.0506033 0.0451839
-0.0252713 0.0515588 0.0455635
-0.0222011 0.0530601 0.044782
-0.0194739 0.0522507 0.0452976
-0.016526 0.0509955 0.0453366
-0.0140374 0.0504479 0.0446002
-0.0132859 0.0495306 0.0455505
-0.0105354 0.0487831 0.0451386
-0.00751718 0.0478253 0.045062
-0.00517864 0.0473243 0.0447849
-0.00383574 0.0469878 0.0452115
-0.00150253 0.0467106 0.0449532
0.00149944 0.0459952 0.0441939
0.00450319 0.045879 0.0441622
0.007479 0.0463313 0.044961
-0.00145338 0.0362483 0.121901
0.0072862 0.0402323 0.113287
-0.0807374 0.0368594 0.149179
-0.0806609 0.0390395 0.147648
-0.0777384 0.0399209 0.14832
-0.0444195 0.0192794 0.128035
-0.0808785 0.0522514 0.130766
-0.050926 0.011181 0.154272
0.0380364 -0.00880138 0.0990594
0.045227 0.016163 0.0896875
0.00137243 -0.0219836 0.104202
-0.0741351 -0.0150127 0.0897531
-0.0718053 -0.0159569 0.0900711
-0.0688094 -0.0168157 0.0901455
0.0257145 0.0285852 0.119595
-0.0387566 0.00241151 0.165813
-0.0042803 0.0161438 0.130948
-0.073451 0.0501177 0.135648
0.0073539 0.0219805 0.13047
-0.0660816 0.00474794 0.154974
-0.0668508 -0.0102161 0.159243
-0.022903 0.0526334 0.0901974
-0.0343621 0.0047907 0.127062
-0.00440906 0.0518079 0.0982241
-0.0127755 0.0267341 0.126776
-0.0130991 0.0249133 0.127513
0.0483589 0.024971 0.0690842
-0.0574343 0.0429718 0.0456353
-0.054322 0.0430422 0.0458432
-0.0515063 0.0425334 0.0459067
-0.0485065 0.0424075 0.0451932
-0.0454974 0.0419791 0.0451822
-0.0424943 0.0414759 0.0451532
-0.0404955 0.0414639 0.0451407
-0.0392964 0.0406573 0.0459029
-0.037139 0.0405398 0.0457117
-0.0695869 -0.00153024 0.156648
-0.0875358 0.0227594 0.152002
-0.0720926 0.027633 0.15526
-0.0749579 0.025024 0.15553
-0.00701164 0.0514931 0.0983416
0.0300791 -0.00430465 0.11567
-0.0922347 0.0338097 0.116787
-0.0304875 0.0486695 0.0456626
-0.0224914 0.0522667 0.0462018
0.00150897 0.0476705 0.0458216
0.00450134 0.0484197 0.0459456
0.00697428 0.0481061 0.0459131
0.0107518 0.0453255 0.0454313
-0.0364932 0.0328306 0.115238
-0.0335117 0.0330325 0.115278
-0.0489155 0.0332377 0.115605
-0.00149351 0.0417975 0.113496
